,date,link,title
2015-07-11 20:20:03,Sat Jul 11 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3863514932059122,李普曼（W. Lippmann）提到一個故事：1914 年，一個遠洋小島對外聯絡只靠一條郵輪，而郵輪 60 天才路過一次，帶來的新聞都是明日黃花。60 天算什麼！真是小意思。我第一次坐牢時，有 4 年 8 個月時間不準看報，知道的新聞更明日更黃花。出獄后常常好幾天不看報，不看花開只看花落，也別有心得。
2015-07-10 20:20:03,Fri Jul 10 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3863152544135437,按照「中華人民共和國憲法」，台灣是一個省；按照海峽這邊的偽「中華民國憲法」，台灣也是一個省。台灣的一群妄人，妄想以一個省的位階、一個小朝廷的亡國國號，與大陸平起平坐，侈談統一問題，完全不合乎比例原則。由此可見：台獨論者固是假貨、統一論者也是贗品。強盜不會同小偷談判吧？
2015-07-09 20:20:02,Thu Jul 09 20:20:02 +0800 2015,http://tw.weibo.com/2134671703/3862790156641203,這一陣子，發現 4 篇文章，都不是我寫的，我未曾授權、未曾追認、也未曾黙認：1「李敖十評毛澤東」2「台灣李敖談中日，令國人汗顏！」3「李敖談釣魚島爭端，一句話令 13 億中國人汗顏！」4 「李敖：習近平偉大到哪裡了？」中國本有「借你人頭一用」的傳統，如今只借大名不要人頭了，寬大多了！
2015-07-08 20:20:03,Wed Jul 08 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3862427768740947,哈啰，我是希臘。人類民主自我而興、人類民主也自我而亡。我以民主作弄天下蒼生、以萬物為芻狗，蒼生呀、萬物呀，都被我耍了。其實，吾人不是民主示範者，吾人乃是民主諷刺者。吾人相信與子偕亡、吾人相信同歸於盡、吾人相信賴債不還、吾人相信拖你下水。哈啰 ，吾乃希臘，去你媽的民主！
2015-07-07 20:20:03,Tue Jul 07 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3862065381006500,世界上主義有兩種：一種「能做不能說」，說了會騙局拆穿、天下大亂；一種「能說不能做」，做了也會騙局拆穿、天下大亂。兩種主義都有投機客穿揷其中，擾人清夢、欺盡蒼生。唯一兩全其美的是「虛無主義」nihilism，說了做了都是空包彈，卻使別的主義血肉橫飛。好歹信個虛無主義吧，聊勝於無。
2015-07-06 20:20:03,Mon Jul 06 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3861702993148969,在台灣，李敖有一個；在大陸，李敖有兩個：一個是苦海餘生、在新浪微博的李敖，是真李敖；一個是大神附體、被各路人馬揑造的李敖，是假李敖。假李敖又出書、又帖文章、又捧國家領導人、又腰纒黨中央萬貫，甚至結婚次數也比台灣李敖多。共產黨不會這麼卑鄙的造假 ，但樂觀其假，它一定有份。
2015-07-05 20:20:03,Sun Jul 05 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3861340604692450,子曰「沽之哉！沽之哉！我待賈者也！」孔夫子周遊列國，就是要找到識貨的、把自己賣掉。網上說黨中央以年薪 500 萬收買他，夫子欣然就道、晉京請款。不料黨中央說：我們只花小錢豢養走狗造謠說收買你，不是真花錢，只是斗臭你，你老人家怎麼當真起來？孔夫子長嘆一聲：日你娘呀真小氣！
2015-07-04 20:20:03,Sat Jul 04 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3860978217352940,瑰麗的抽象名詞，動聽而不切實際，「平等」就是其中之一。事實上，要靠別的：長壽靠媽、有錢靠爸、陞官靠表哥表弟大小舅子、逞強靠打架。干明星靠脫褲子、演 A 片靠屌大。整同志靠秦城、搞革命靠變卦。反革命靠折騰、不革命靠打岔。早革命靠心狠、晚革命靠手辣。靠人進了八寶山，咱們才廖化。
2015-07-03 20:21:32,Fri Jul 03 20:21:32 +0800 2015,http://tw.weibo.com/2134671703/3860616202753364,政治文件要不厭其煩、要巨細靡遺、要列舉得詳詳細細。一經列舉，就不給對方曲解的機會。「開羅宣言」擬稿時要日本還出台灣來，可是沒提澎湖。有人提醒「馬關條約」列舉了澎湖，不提不妥。不過澎湖 Pescadores 一字，拼不出來，最後查書才解決。幸虧查到了這個怪字，不然的話，澎湖日本了。
2015-07-02 20:20:03,Thu Jul 02 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3860253441915049,我常常自豪說「我很土，我從沒出過國。」我來台灣，在日本人屁滾以後；我去香港，在英國人尿流以後。有胡塗人問我：沒出過國？你不是去過「中國」嗎？我答道：中國不是外國，中國是我的國家、也是你的，雖然現在更是共產黨的。胡塗人聽了一愣。我打趣說：快加入共產黨吧，立刻就是你的。
2015-07-01 20:20:03,Wed Jul 01 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3859891053708348,極權下，罕見笑聲爽朗光風霽月的，看到的，反倒是猥瑣的人。這種人，不敢特立獨行 ，只能橫眉冷對；不敢爭取自由，只能發泄牢騷；不敢為了中國而公正評價極權功過，只能把自己陷入非楊即墨非毛即蔣漩渦之中。這種人，更以小人之心、誣陷笑聲爽朗光風霽月的。這種人，倒是極權下衍生的野種。
2015-06-30 20:20:03,Tue Jun 30 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3859528665820781,孟子說干醫生那行的盼人活；干賣棺材那行的盼人死，職業決定了心術。孟子不知道，有些職業更邪胡了：男模特兒太娘娘腔、演藝人員太虛情假意、廣告從業者太有奶就是娘、新聞記者太因人成事唯恐天下不亂 。梁啟超說「莠民」是共產黨，不幸教育出來的「莠民」這行更嚴重，他們的心術太壞了。
2015-06-29 20:20:03,Mon Jun 29 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3859166278003189,中國歷史上有個小朝廷抗拒統一最久，叫吳越。吳越是五代時稱孤道寡的政權，宋朝統一后，吳越小朝廷逍遙在外，直到宋太祖死了、宋太宗繼位，才消滅了這個相傳 5 代抗拒統一 72 年的小王朝。台灣的蔣家王朝及其餘孽目前才抗拒了 66 年，考第一、考第二，都不重要啦，重要是你在刼難逃啦。
2015-06-28 20:20:03,Sun Jun 28 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3858803890085184,統一是瑰麗的，台灣的統派卻很醜陋 。這種人國民黨雜碎出身，本來整天檢舉李敖是匪諜的，卻搖身一變，自己投共了。裹脅了幾個列寧所謂「左傾幼稚病」的老天真小天真，就自封「中國統一聯盟」了。如今台灣當權派躲在小島成一統，丟不掉「中華民國」臭招牌，又統個屁？所謂統一是騙共產黨的。
2015-06-27 20:20:03,Sat Jun 27 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3858441502298745,台灣是一個扭曲的島，不懂事、更不知道大是大非。依賴美國，賤骨頭；諂媚日本，軟骨頭；消耗老本，啃骨頭；抗拒北京，耍骨頭。耍骨頭始於蔣介石的仇共教育，台灣繼承仇恨，理由是北京對台灣領土有野心。事實上，北京沒佔過台灣領土反倒是美國幫日本佔了釣魚台！台灣一個屁不敢放，一島漢奸！
2015-06-26 21:21:19,Fri Jun 26 21:21:19 +0800 2015,http://tw.weibo.com/2134671703/3858094532774455,佛教文字糾纏、不利中文；但詞??活潑，有利中文。我搜集了一些佛名，可發人深省：金剛杵勢佛、歡喜佛 、歡喜增長佛、斗戰勝佛、莫能勝佛、遊戲神通佛、電燈光佛、慚愧面佛、善於慚愧佛、無見死佛、出淤泥佛、能度彼岸佛、見有邊佛、無憂國佛、智慧自在佛、能屈服佛、能解縛佛、不失方便佛。
2015-06-25 20:20:03,Thu Jun 25 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3857716726863421,李戡「國民黨員毛澤東」這本書里，提供我們一個線索：共產黨在反國民黨鬥爭中，用盡苦心和血淚，真刀真槍，玩真的以取天下。這一背景，引發錯覺，以為別人也是玩真的，其實不然 。台獨從來都是一場牛屄和假戲。共產黨很神經：戰畧上高估台獨、戰術上又錯估台獨，結果一再上當，吃了臭狗屎。
2015-06-24 20:20:03,Wed Jun 24 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3857354338381690,以色列沒有鴿派，只有「鷹派和超級鷹派」。用同樣句式，你這傻瓜聽好：「台灣沒有台獨，只有假台獨和超級假台獨。」（膽小鬼台灣人一路玩假的，從來不敢台獨；外省人緊抱「中華民國」臭招牌，所謂統一隻是掩?超級假台獨。）台灣唯一的真正統派是李敖，他目光如炬，點醒北京一群傻瓜。
2015-06-23 20:20:03,Tue Jun 23 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3856991951092188,我們是偉大的黨，有漫長、顯赫、光榮的過去，不過，求你別提了。漫長、顯赫、光榮的過去是塵封的、是愛恨交織的、是悲欣交集的、是不堪回首的，不提也罷。你一提，就會引起對比與難堪。你指桑罵槐、指著和尚罵賊禿，桑樹與和尚倒沒什麼，但槐樹與賊禿會傷感情。只好查禁你，求你別提了。
2015-06-22 20:21:03,Mon Jun 22 20:21:03 +0800 2015,http://tw.weibo.com/2134671703/3856629814646786,討厭細數你殺我多少次，不覺得有什麼意義。知道 quadrillion 那個鬼字嗎？它是千的五次方，很難算，土法鍊鋼一下吧，就是阿拉伯數字1 字後面加15 個0 ，就是1000000000000000 那個數字，你美國再有能耐，也不過殺我那麼多次。我沒你那麼跩，但我有本領殺你1 次，效果與你相等：一次也是死。
2015-06-21 20:20:03,Sun Jun 21 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3856267174643358,美國 20 出頭的白人少年，在教堂殺 9 名黑人，理由是為什麼你們佔據了我們國家。歷史明明記載白人抓了黑人到美洲做奴隸，美國才有了黑人。伊索寓言說狼要吃羊，理由是：你弄髒了我的河水。羊說我在你下游，怎麼弄髒？狼說可是你的祖先在上游過。白人少年可以忘掉歷史，但別忘了那條狼。
2015-06-19 20:20:03,Fri Jun 19 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3855542399197486,心理學家說人有奇怪的恐怖感。毛主席有「曠野恐怖」：整天在團體中打滾，反倒不習慣孤獨，怕一個人在曠野。多年前我清早 5 點獨行紗帽山腳，忽覺得眼前這山頭壓得我很不安，乃掉頭而歸。我不服氣，第 2 天再走，終於穿山成功。「曠野恐怖」是可以克服的，我想起千山獨行的徐霞客、忘掉毛澤東。
2015-05-17 20:20:03,Sun May 17 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3843583599826346,「中華民國」有 3 個：「正牌的中華民國」在北京，隨國民黨竊取而消逝；「雜牌的中華民國」在南京，本是共產黨幫國民黨竊取的，最後窩裡反，共產黨又消滅了它；「冒牌的中華民國」在台北，先蔣獨而後台獨。官方宣揚「中華民國」 到台灣、在台灣、是台灣三層次：原來「中華民國」者，台獨也。
2015-05-16 20:20:03,Sat May 16 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3843221212125707,日本興亞院在眧和十五年十月，以「調查資料第九號」，公布 了913 頁的「日本留學中華民國人名調」。在「陸軍士官學校」名單中，從無蔣介石之名，揭穿了他冒充士官學校畢業的謊話！蔣介石的軍事資歷是不及格的。抗戰中多次發生指揮的錯誤，他的水平，行家都知道。只有你不知道，還在瞎捧呢。
2015-05-15 20:20:03,Fri May 15 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3842858824140779,否認也沒用，其實你是混蛋。有個最準確的測驗法，就是檢驗你對那個黨的態度：你被那個黨整得頭昏眼花還不恨它，你混蛋；因恨它而相信美國爸爸，混蛋加3級；因相信美國爸爸而非中國自己，混蛋加5級。結論是：從你對中國的態度（不是對那個黨的態度），決定了你的髙度。武大郎呀請猛醒！
2015-05-14 20:20:03,Thu May 14 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3842496435947052,他是誰？是 1937 年盧溝橋頭的抗日英雄，他沒死於外侮，卻在 1958 年死於內戰。他是吉星文，是中國人又崇拜又悲憐的西北軍將領。蔣介石領導又怎樣？挺在前線的，原來是黃埔眼中的雜牌軍！西北軍、東北軍、??軍、湘軍、桂軍、粵軍、滇軍等等，都不是黃埔，但仗是他們打的。蔣介石領導又怎樣？
2015-05-13 20:20:03,Wed May 13 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3842134048707369,66年前，一票敗軍之將趕著一群敗軍之兵，盤據台灣。66年後，敗軍之將的餘孽，居然垂憐起八九十歲的敗軍之兵了、要發抗戰紀念勳章了。不過，66年的空白怎麼填呢？66年的槍口對內、66年的為誰而戰、66年的保衛幽靈之國，戲碼錯亂太久了，附逆的老兵已「豬八戒照鏡子」了，還接得上抗戰嗎？
2015-05-12 20:20:03,Tue May 12 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3841771660098564,科技無須使美人死而復活，科技只消使美人青春永駐。虛擬的西施、虛擬的趙飛燕、虛擬的李香君、虛擬的胡茵夢，都不再是想象。美人的一生有浮沈、有花飛花落，有半老徐娘全老徐娘，但虛擬只選最美的一段。「粉棉磨鏡不忍照，女子盛時無十年。」鏡中的自己原是假的，虛擬的她才是真的她。
2015-05-11 20:20:03,Mon May 11 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3841409272610926,不再是紅顏已渺、不再是倩女幽魂、不再是蠟像館里的獃滯靜態與神似，鄧麗君逝世20年，現代科技推出虛擬的她，與真人隔空對唱。20年過去了，老到你我、老到聽眾、老到費玉清、卻老不到小鄧。20年歳月，只是離席而非缺席。現代科技多麼殘忍、又多麼仁慈：它只重現了鄧小妹，卻拒絕了毛主席。
2015-05-10 20:20:03,Sun May 10 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3841046884654573,毛澤東孫女孔冬梅長得標緻，到我家拜訪，令人耳目一新。毛澤東孫子毛新宇沒來過台灣，與我緣慳一面，也使我家的沙發死裡逃生，因為他如駕到，一定把我的歐洲傢具坐垮。新宇的可愛就在胖上。他象徵了中國革命另一成功：第一代腦滿腸肥、第三代滿腦肥腸。新宇寶裡寶氣，我們就愛這個調兒！
2015-05-09 21:12:07,Sat May 09 21:12:07 +0800 2015,http://tw.weibo.com/2134671703/3840697599818425,「擇證據而固執」是好的，「擇善固執」就不好，因為擇的善可能錯誤，你不肯鬆手，結果變成偏執狂。沒權力而偏執狂，只能做惡丈母娘；有權力而偏執狂，就是毛大王的江青了。毛大王跟李大師有共同悲劇：都討了明星做老婆。但毛躲過惡丈母娘。我呢？看來躲過文革，但我的文革呀就是丈母娘！
2015-05-08 20:20:03,Fri May 08 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3840322108435277,十多年前，跟一位17歲的漂亮女生在鍾錶行，為她買了一支表。她說我該換支新表，併為我選了一支浪琴錶（LONGINES)。十多年來，一直戴著它，從70生日到80生日。有點奇怪，80生日剛過，它停了。它彷佛知道我不會再修它了。我真的知道我不會再修它了。17以後、浪琴以後，永別就是長駐了。
2015-05-07 20:20:03,Thu May 07 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3839959721492031,中外憲法給人民言論、出版的自由，其實只是「理論上的給」，並非「事實上的給」。要自由，得據理力爭才成。一旦爭得政府放鬆了、放手了，該感謝的，不是政府的寬大，而是反政府的偉大。那些讚美台灣有這些自由的人，其實不該向政府鞠躬而該朝李敖頂禮。自由可是先行者李敖爭來的，您別忘了。
2015-05-06 20:20:03,Wed May 06 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3839597333511711,想象力太豐富也太俏皮了，我不能老老實實想東而不想西，因此我想的，往往不是東西。我看到日本人就想到歪脖猴子、看到美國人就想到笑臉強盜、看到民進黨就想到醜八怪、看到國民黨就想到王八蛋、看到共產黨就想到豬八戒、看到健身房跑步機上的傻瓜就想到籠中松鼠。我不能停止聯想，我好累。
2015-05-05 20:20:03,Tue May 05 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3839234945322239,我認識陳彥增教授，他媽媽到台灣前，把丈夫墳掘開，撿出骨頭，抱在胸前，一起逃難：死也要死得永不分離；我認識彭克立將軍，出獄遠離台灣前，包好難友骨灰，抱在胸前，一起返鄉：死也要死得永不分離。這個島啊，雖是傷心之地。多少造次、多少顛沛、多少奇寃異慘，他們都不丟掉亡靈。
2015-05-04 20:20:03,Mon May 04 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3838872557328011,極權者不信天網恢恢、也不信法網恢恢，但相信斬盡殺絶、相信可以殺光你、使你萬劫不復。國民黨對付共產黨，用的就是這一著。但是，只要一個漏網、一個活囗、一個倖存、一個不屈、一個例外、一個姓毛的，他鍥而不捨，跟你糾纏 28 年，最後你會輸掉。姓毛的俱往矣，中國有部百家姓，你殺不光吧？
2015-05-03 20:20:03,Sun May 03 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3838510169978993,五一小長 假，西湖光在一天內，就湧進 50 萬遊客，到處人人人，「上有天堂，下有蘇杭」，天堂也擠成地獄了。沙特（Sartre) 感慨「地獄就是別人」，沒擠在小囚房內的不懂這句話，擠在西湖裡的總該懂了。任何名山勝景都擋不住「遊人如織」和「萬頭鑚動」，風景沒看到卻看到後腦勺， 你呀你笨蛋。
2015-05-02 20:20:03,Sat May 02 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3838147781829799,「李敖風流自傳」已於 2015 年 4 月 25 日在中國台灣出版 。目錄 44 頁、正文 674 頁、扉頁 4 頁、配圖 48 頁，總計 770 頁，洋洋一厚冊，巨著也！為何這麼跩？因為世界上從來沒有這麼痛快的一本妙書。高興罵誰王八蛋就罵誰王八蛋，並且緊隨證據在後，連王七蛋王九蛋也一網成 擒。快樂呀 80 歲的我！
2015-05-01 20:20:03,Fri May 01 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3837785394331398,給張小燕：台灣所有的名人都不夠看！因為他們出道都太晚，只有你、我、瓊瑤三個人，成名在 50 年以上，可以神氣活現。日前承蒙你再次邀我上節目，但你的製作班子附加條件，要找個年輕的第 3 者參加，我的經紀人鄭乃嘉乃拒絕參加。據悉你的班子嫌你已是 70 老婦，不樂見七老八十同台。特此告密。
2015-04-30 20:20:03,Thu Apr 30 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3837423006181330,清朝給台灣留下了拍馬（西太後生日，全國大拍馬，台灣搶到第一）；日本給台灣留下了媚日（日本人動用軍機、大炮和毒氣對付台灣人，台灣人忘得一乾二凈，只想到 228 中國人開槍）；國民黨給台灣留下了仇共、仇共和媚美；台灣人給自己留下了大混蛋和小混蛋。台灣人還算憨厚，只是太混了。
2015-04-29 20:20:03,Wed Apr 29 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3837060617977579,媽媽勸小女孩要先想想再說話。小女孩的答覆可妙了：How can I know what I think till I see what I say？(我歪譯成「沒看到我要說的怎知道我想說的？」)其實這裡有一段哲學：人生里太多的看到才會說出才會想到的纒夾。我曾在偽國會脫口罵一女人「醜八怪」，當時我目之所見、心口合一極了。
2015-04-28 20:20:03,Tue Apr 28 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3836698230054006,內行人看到我收藏的有秀堂「光琳派名畫集」，看到那考究的印刷與裝訂，讚美不絶。我隨即拿出昭和七年的絲面本「光琳派名畫集」兩相對照，發現日本人跟不上自己了，絲面本沒有了！內行人讚美我擁有兩種版本，我卻自豪「絲路之旅」永遠是中國的專利，中國的一帶一路，是日本的絶路，日本絲斷矣！
2015-04-27 20:20:03,Mon Apr 27 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3836335842057016,元朝雜劇中描寫：「哈叭狗兒咬虼蚤，也有咬著時，也有咬不著時。」英國就陷入這困境，美國國務卿艾奇遜（Dean Acheson）半世紀前就挖苦英國沒找到角色（has not yet found a role)，最後找到了，就是做美國哈叭狗。不過，亞投行竄起了，哈叭狗終於背叛了它的主人。中國笑了，哈叭狗本該是我的。
2015-04-26 20:20:03,Sun Apr 26 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3835973454278651,香港以「優才計劃」拉 VIP 移民香港。太平紳士吳思遠希望我和章子怡一樣，在海外多一天地。我同意了。不料辦身分時，公務員要我解釋為何坐過牢，我一笑拒之。官僚真不知「禮賢」之道 也！他們應先送上證書，以為光寵。其他細節非彼輩所能知：香港沒有政治犯 ，難道公冶長還要為你上一課嗎？
2015-04-25 20:20:03,Sat Apr 25 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3835611066680012,今天 2015 年 4 月 24 日，是七十歲后的我的最後一天。明天起，就不再七老了、就八十了。一般對八十的聯想是養老，對我卻是疏離。張大千離開敦煌后，刻了個「老棄敦煌」的圖章， 棄不是無情，而是疏遠。我棲遲台灣 66 年，「老棄台灣」。如今又「老棄祖國」了。只覺得在疏遠、疏遠，我更朝前走了。
2015-04-24 20:20:03,Fri Apr 24 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3835248679051518,他是我十多年前的戰友，他是我十多年前的共事又同夢的人。我們共同走過荊棘的歲月，在天翻地覆里，旋轉著、旋轉著，又辛苦又苦辛。各奔前程是當然的，殊途也難同歸。但總有一股交情在海峽彼岸。我 80 歲生日，他專機飛到台灣， 4 小時后飛離。多麼深沉的生日禮物！送來 8 件禮物，也送來了自己。
2015-04-23 20:20:03,Thu Apr 23 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3834886291163844,潘毓剛又傳來一篇冒充李敖的假文章：「李敖：要按毛澤東的路子，中國早已超美」。希望借李敖之口以肯定毛。不過毛承認他搞 革命內行搞經濟不內行。鄧承認毛的失誤在不能釋放出生產力。要覺悟「窮不是共產主義」了，中國才有轉機；毛的終點到了，中國才有起點；鄧超毛了，中國才能超美。
2015-04-22 20:20:03,Wed Apr 22 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3834523903524684,中國東方有 2 個惡鄰，高麗棒子與日本鬼子。髙麗棒子的毛病是「專做假賬」，為搶第一，甚至集體作弊。他們最喜歡偷中國的，據為己有後向世界登記是他的。日本鬼子的毛病是「死不認賬」，為狡賴二戰暴行，甚至集體作弊，說壞事不是他乾的。 2 個惡鄰又壞又不要臉，皮厚心黑 ，中國不及也。
2015-04-21 20:20:03,Tue Apr 21 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3834161515407154,姜太公在歷史上有 2 大特色：第一，他「八十遇文王」， 80 歲了才出頭；第二，他出頭又出頭，被周武王拉去搞革命 ，推翻了政府。太有趣了，80 歲還越老越激進、搞革命。歷史上只有富蘭克林能比他。富蘭克林也是越老越激進。革命成功后，他若不是太老，美國總統還輪不到華盛頓做呢。80 歲萬歲！
2015-04-20 20:20:03,Mon Apr 20 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3833799127438111,潘毓剛教授是我終身級好友，我常抱怨：「小潘就像木偶奇遇記中那隻穿著大禮服的小蟋蟀，老是在你耳邊嘮嘮叨叨，提醒你這裏不對那裡不 對。但他是你真正的、可靠的好朋友。如果你正巧是木偶的話。」小潘又是我美國的「網民」，一再傳資料來。很多化名李敖的假文章。還胡說比李敖寫得還好呢。
2015-04-19 20:20:03,Sun Apr 19 20:20:03 +0800 2015,http://tw.weibo.com/2134671703/3833436739755283,80 歳，你祝我生日快樂，是全部的我；我祝我生日快樂，卻是個別的我：我對眼睛說「眼睛啊眼睛 ，生日快樂！」對鼻子說「鼻子啊鼻子，生日快樂！」對耳朵說「耳朵啊耳朵，生日快樂！」對嘴巴說「嘴巴啊嘴巴，生日快樂！」一一點名后，最後面對了它，我 輕輕說「你啊你，如你還活著，生日快樂！」
